ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,el bauga,18.262,33.9081,30.76,19,99,5.98,SD,1701022685
366,diego martin,10.7005,-61.5342,26.75,81,53,4.69,TT,1701022687
367,isiro,2.7739,27.616,19.49,97,100,0.34,CD,1701022551
368,manokwari,-0.8667,134.0833,25.47,83,100,2.2,ID,1701022688
369,sa pa,22.3402,103.8441,10.68,88,40,0.18,VN,1701022689
370,noosa heads,-26.3833,153.15,21.17,87,86,2.48,AU,1701022690
371,domerat,46.3606,2.5343,-0.41,91,61,1.35,FR,1701022691
372,safotu,-13.4513,-172.4018,28.48,84,98,9.03,WS,1701022691
373,tabou,4.423,-7.3528,26.37,85,56,3.79,CI,1701022692
374,la mira,18.035,-102.3266,30.39,53,15,1.17,MX,1701022693
375,touros,-5.1989,-35.4608,29.23,55,39,7.26,BR,1701022694
376,terra santa,-2.1042,-56.4869,35.26,40,74,1.35,BR,1701022695
377,nanlong,31.3533,106.0631,13.07,71,0,2.01,CN,1701022695
378,borba,-4.3878,-59.5939,33.35,46,97,2.48,BR,1701022696
379,alofi,-19.0595,-169.9187,25.94,94,14,2.06,NU,1701022697
380,nynashamn,58.9034,17.9479,-2.69,90,89,4.18,SE,1701022698
381,krasnokholm,51.5979,54.1567,2.21,71,96,6.72,RU,1701022699
382,okha,53.5739,142.9478,-12.3,92,100,12.19,RU,1701022607
383,turpan,42.9333,89.1667,3.84,39,6,0.72,CN,1701022509
384,andalusia,31.3085,-86.4833,15.92,96,100,2.57,US,1701022702
385,simdega,22.6167,84.5167,15.59,51,4,2.08,IN,1701022702
386,uturoa,-16.7333,-151.4333,26.31,75,91,8.3,PF,1701022703
387,pandan,14.0453,124.1694,26.32,89,25,4.43,PH,1701022705
388,xiaoshan,30.1675,120.2588,12.92,76,100,1.0,CN,1701022691
389,pisco,-13.7,-76.2167,23.03,64,0,3.6,PE,1701022706
390,gilgit,35.9221,74.3087,11.4,45,100,1.18,PK,1701022707
391,illizi,26.4833,8.4667,20.89,25,2,5.41,DZ,1701022666
392,ta`u,-14.2336,-169.5144,27.72,83,74,7.31,AS,1701022709
393,fang,19.9169,99.2145,17.9,87,26,0.66,TH,1701022710
394,mathba,22.2855,89.9629,19.12,66,5,1.06,BD,1701022710
395,troitsko-pechorsk,62.7084,56.1964,-16.84,99,96,1.34,RU,1701022711
396,kota kinabalu,5.9749,116.0724,24.99,88,20,2.06,MY,1701022447
397,canete,-37.8,-73.4,21.51,50,66,3.51,CL,1701022713
398,nili,33.7218,66.1302,8.07,48,42,1.07,AF,1701022714
399,taroa,8.7058,171.2275,27.66,81,23,9.96,MH,1701022715
400,lamu,-2.2717,40.902,24.12,82,100,3.22,KE,1701022716
401,turkestan,43.3333,68.25,11.18,32,68,1.62,KZ,1701022717
402,monte argentario,42.4345,11.1195,7.89,47,23,4.29,IT,1701022717
403,anna regina,7.2644,-58.5077,29.36,64,84,4.09,GY,1701022718
404,kuala belait,4.5833,114.1833,25.09,94,100,2.97,BN,1701022719
405,laojunmiao,39.8333,97.7333,0.09,28,95,1.18,CN,1701022720
406,smithers,54.7804,-127.1743,-1.82,100,100,3.09,CA,1701022720
407,ixtapa,20.7,-105.2,29.57,39,40,1.79,MX,1701022721
408,al bawiti,28.3492,28.8659,17.3,47,0,4.0,EG,1701022722
409,calingasta,-31.3308,-69.4078,29.54,18,12,1.79,AR,1701022723
410,hithadhoo,-0.6,73.0833,27.81,74,64,1.34,MV,1701022724
411,barra de santo antonio,-9.4047,-35.5072,30.6,53,29,4.28,BR,1701022724
412,dzidzantun,21.25,-89.05,34.33,40,2,1.46,MX,1701022725
413,nacala,-14.5428,40.6728,26.11,82,61,2.23,MZ,1701022726
414,yoloten,37.2989,62.3597,20.81,37,97,11.8,TM,1701022727
415,sant antoni de portmany,38.9807,1.3036,16.99,77,75,3.6,ES,1701022728
416,turan,16.0678,108.2208,24.99,73,75,1.54,VN,1701022728
417,santa cruz,-17.8,-63.1667,34.03,46,40,7.2,BO,1701022729
418,beeville,28.4008,-97.7483,15.9,67,100,8.23,US,1701022730
419,naze,28.3667,129.4833,18.51,75,30,1.42,JP,1701022731
420,north bend,43.4065,-124.2243,10.6,65,0,3.6,US,1701022732
421,weno,7.4515,151.8468,27.97,89,100,3.09,FM,1701022733
422,tangalle,6.024,80.7911,25.34,90,60,3.7,LK,1701022733
423,salto,-31.3833,-57.9667,28.82,49,2,1.34,UY,1701022132
424,glace bay,46.1969,-59.957,2.66,68,75,4.12,CA,1701022735
425,stiens,53.2623,5.7577,7.21,89,75,3.09,NL,1701022541
426,flying fish cove,-10.4217,105.6791,24.82,83,75,4.12,CX,1701022736
427,chibougamau,49.9168,-74.3659,-1.21,64,20,5.66,CA,1701022737
428,junnar,19.2,73.8833,20.77,88,34,2.01,IN,1701022738
429,masterton,-40.9597,175.6575,11.05,82,1,0.78,NZ,1701022739
430,vorgashor,67.5833,63.95,-16.36,98,92,2.64,RU,1701022740
431,paramonga,-10.6667,-77.8333,22.5,71,88,4.87,PE,1701022741
432,aylmer,42.7668,-80.983,6.39,64,100,4.95,CA,1701022742
433,horta,38.5333,-28.6333,19.8,99,100,3.09,PT,1701022149
434,muroto-misakicho,33.2833,134.15,14.97,74,73,0.92,JP,1701022744
435,sisimiut,66.9395,-53.6735,-3.51,97,100,1.93,GL,1701022745
436,macau,22.2006,113.5461,21.51,83,0,1.54,MO,1701022745
437,ulsteinvik,62.3432,5.8487,3.2,67,17,2.24,NO,1701022746
438,mossel bay,-34.1831,22.146,23.96,79,20,0.63,ZA,1701022747
439,timimoun,29.2639,0.231,18.21,19,0,2.57,DZ,1701022748
440,sitka,57.0531,-135.33,8.94,87,100,4.12,US,1701022749
441,kincardine,56.0667,-3.7167,6.22,96,99,0.05,GB,1701022750
442,qandala,11.472,49.8728,25.85,76,56,1.84,SO,1701022751
443,auki,-8.7676,160.7034,25.26,89,88,1.84,SB,1701022752
444,taradale,-39.5333,176.85,10.01,92,3,0.89,NZ,1701022753
445,lumbia,8.3958,124.5939,23.32,90,31,1.49,PH,1701022753
446,gadzhiyevo,69.2551,33.3362,-12.77,88,87,2.31,RU,1701022754
447,yangjiang,21.85,111.9667,18.57,80,58,1.82,CN,1701022755
448,six-fours-les-plages,43.0938,5.84,9.69,46,89,3.8,FR,1701022756
449,phek,25.6667,94.5,5.86,94,0,0.79,IN,1701022757
450,calipatria,33.1256,-115.5142,18.47,22,100,3.55,US,1701022758
451,chonchi,-42.6128,-73.8092,13.4,71,100,0.98,CL,1701022759
452,ankang,32.68,109.0172,8.08,69,0,0.6,CN,1701022760
453,new milford,40.9327,-74.0179,10.61,69,75,2.57,US,1701022760
454,nar'yan-mar,67.6713,53.087,-17.16,96,100,1.34,RU,1701022623
455,farafangana,-22.8167,47.8333,25.11,80,2,5.42,MG,1701022763
456,belmonte,-15.8631,-38.8828,25.5,73,99,6.48,BR,1701022764
457,igrim,63.1906,64.4162,-21.83,99,34,1.44,RU,1701022764
458,puerto san jose,13.9256,-90.8244,29.89,66,7,1.73,GT,1701022765
459,kiunga,-6.1219,141.2906,22.84,99,100,0.49,PG,1701022766
460,san antonio de pale,-1.4014,5.6325,27.29,77,91,2.39,GQ,1701022768
461,valparaiso,-33.0393,-71.6273,19.44,76,100,4.12,CL,1701022544
462,rio preto da eva,-2.6994,-59.6997,28.5,74,100,0.92,BR,1701022770
463,ambovombe,-25.1667,46.0833,23.97,87,9,2.32,MG,1701022770
464,narrabri,-30.3167,149.7833,18.79,79,20,2.18,AU,1701022771
465,kapiri mposhi,-13.9652,28.6809,20.64,80,87,1.36,ZM,1701022772
466,al hufuf,25.3646,49.5653,23.19,64,0,2.57,SA,1701022726
467,yuzhno-kurilsk,44.0306,145.8556,-0.35,78,77,7.02,RU,1701022774
468,lauro de freitas,-12.8944,-38.3272,29.01,61,40,5.14,BR,1701022775
469,heppenheim an der bergstrasse,49.6408,8.6372,5.58,90,100,2.24,DE,1701022548
470,lambarene,-0.7001,10.2406,25.35,89,89,1.31,GA,1701022777
471,ambodifotatra,-16.9833,49.85,26.06,78,73,2.9,MG,1701022778
472,choibalsan,48.0667,114.5,-19.89,100,93,2.62,MN,1701022780
473,chagoda,59.164,35.3285,-8.79,97,94,2.06,RU,1701022780
474,batticaloa,7.7102,81.6924,25.87,87,89,1.85,LK,1701022781
475,poronaysk,49.2167,143.1167,-9.12,61,12,5.65,RU,1701022782
476,condega,13.365,-86.3985,28.05,61,27,3.63,NI,1701022783
477,roma,43.2128,-75.4557,6.01,61,20,4.12,US,1701022152
478,den burg,53.0542,4.7972,7.99,76,100,4.63,NL,1701022784
479,oban,56.4127,-5.4706,3.54,89,100,1.93,GB,1701022785
480,alibag,18.6411,72.8792,25.04,82,3,2.09,IN,1701022787
481,meadow lakes,61.6247,-149.6011,4.03,73,100,0.0,US,1701022787
482,kidal,18.4411,1.4078,26.61,10,60,3.06,ML,1701022788
483,spanish town,17.9911,-76.9574,32.62,63,20,7.72,JM,1701022789
484,bathsheba,13.2167,-59.5167,29.34,70,20,8.23,BB,1701022790
485,usogorsk,63.4106,48.6872,-20.0,100,78,1.4,RU,1701022791
486,sept-iles,50.2001,-66.3821,1.29,72,75,4.63,CA,1701022792
487,luanco,43.6152,-5.7934,12.71,89,100,2.43,ES,1701022792
488,la passe,45.5549,-0.8967,4.45,65,100,2.14,FR,1701022793
489,mustafakemalpasa,40.0353,28.4117,5.03,83,99,1.27,TR,1701022794
490,khandyga,62.6667,135.6,-34.79,99,100,0.8,RU,1701022795
491,ciudad melchor muzquiz,27.8833,-101.5167,16.87,70,100,5.95,MX,1701022795
492,kyosai,34.8503,128.5886,2.98,47,75,1.67,KR,1701022796
493,astrakhan,46.3497,48.0408,3.84,93,11,4.02,RU,1701022207
494,urzhar,47.093,81.6294,4.02,45,95,1.72,KZ,1701022778
495,zmigrod,51.4667,16.9056,-1.47,74,30,3.67,PL,1701022799
496,porto novo,6.4965,2.6036,25.9,87,100,2.0,BJ,1701022799
497,bella vista,36.4295,-94.2316,2.51,72,75,6.71,US,1701022800
498,port macquarie,-31.4333,152.9167,15.5,89,10,2.16,AU,1701022802
499,codrington,-38.2667,141.9667,12.24,78,100,5.86,AU,1701022803
500,vazante,-17.9869,-46.9078,32.46,38,59,2.25,BR,1701022804
501,toliara,-23.35,43.6667,25.37,86,0,3.99,MG,1701022805
502,cole harbour,44.6724,-63.4751,4.98,70,100,6.17,CA,1701022806
503,dazhou,31.2159,107.5009,12.02,75,0,2.01,CN,1701022807
504,ketchikan,55.3422,-131.6461,6.99,100,100,5.14,US,1701022808
505,al ghayzah,16.2079,52.176,26.81,64,17,3.07,YE,1701022809
506,saint-philippe,-21.3585,55.7679,24.77,76,58,4.26,RE,1701022809
507,ostersund,63.1792,14.6357,-4.75,93,100,2.06,SE,1701022802
508,haiku-pauwela,20.9219,-156.3051,24.47,74,0,5.14,US,1701022811
509,shima,24.4478,117.8111,17.01,88,2,1.12,CN,1701022812
510,chivhu,-19.0211,30.8922,23.34,27,4,5.03,ZW,1701022813
511,onguday,50.75,86.15,-2.86,80,29,1.49,RU,1701022813
512,yanykurgan,43.915,67.2481,11.43,32,65,3.52,KZ,1701022814
513,carahue,-38.7,-73.1667,23.41,45,100,2.95,CL,1701022815
514,morehead city,34.7229,-76.726,12.23,93,100,3.09,US,1701022816
515,tezu,27.9167,96.1667,17.63,49,0,1.91,IN,1701022817
516,limon,10.0,-83.0333,30.59,74,0,3.6,CR,1701022817
517,terenozek,45.05,64.9833,8.95,43,100,5.03,KZ,1701022818
518,sinop,41.7711,34.8709,2.7,65,70,7.87,TR,1701022819
519,cartagena,10.3997,-75.5144,30.79,74,40,3.09,CO,1701022820
520,chibuto,-24.6867,33.5306,23.16,86,6,2.78,MZ,1701022821
521,armacao de buzios,-22.7469,-41.8817,25.09,70,80,6.24,BR,1701022822
522,mokhsogollokh,61.4681,128.9203,-28.42,93,77,3.51,RU,1701022822
523,nantucket,41.2835,-70.0995,8.08,69,20,6.69,US,1701022823
524,luino,46.0019,8.7451,8.43,59,0,1.54,IT,1701022824
525,woolgoolga,-30.1106,153.2007,18.36,86,4,2.24,AU,1701022825
526,prado,-17.3411,-39.2208,26.75,62,79,5.26,BR,1701022825
527,wenchang,30.904,118.4887,9.54,81,25,1.45,CN,1701022826
528,singaraja,-8.112,115.0882,26.14,79,100,2.63,ID,1701022827
529,islamkot,24.6997,70.177,20.39,64,19,5.4,PK,1701022828
530,gubakha,58.8386,57.5532,0.09,96,100,4.08,RU,1701022829
531,likiep,9.8251,169.3107,27.7,81,24,10.41,MH,1701022829
532,borogontsy,62.6683,131.1683,-32.81,95,100,2.19,RU,1701022830
533,inari,68.906,27.0288,-16.89,97,89,1.62,FI,1701022831
534,nampula,-15.1165,39.2666,28.97,58,20,5.14,MZ,1701022832
535,nizhniy dzhengutay,42.7001,47.2449,8.18,51,3,4.53,RU,1701022832
536,lumberton,34.6182,-79.0086,10.05,87,100,2.0,US,1701022833
537,az zubayr,30.3945,47.7011,20.67,65,10,4.59,IQ,1701022783
538,necochea,-38.5473,-58.7368,32.51,27,24,2.87,AR,1701022835
539,cutral-co,-38.9469,-69.2089,29.39,10,73,0.89,AR,1701022835
540,makhambet,47.6667,51.5833,6.44,74,14,7.45,KZ,1701022836
541,arawa,-6.2132,155.5367,25.4,91,96,0.55,PG,1701022837
542,ghat,24.9647,10.1728,19.42,23,0,2.92,LY,1701022838
543,paicandu,-23.4575,-52.0486,23.37,78,40,2.06,BR,1701022838
544,taikang,46.8333,124.4167,-14.68,90,100,2.13,CN,1701022839
545,harrismith,-28.2728,29.1295,22.87,49,93,3.23,ZA,1701022840
546,kambove,-10.8764,26.5969,17.4,96,98,1.67,CD,1701022841
547,christchurch,-43.5333,172.6333,10.51,92,33,1.03,NZ,1701022842
548,paracuru,-3.41,-39.0306,27.84,58,11,7.54,BR,1701022842
549,sanming,26.2486,117.6186,14.37,90,2,0.7,CN,1701022843
550,gastonia,35.2621,-81.1873,10.7,51,40,2.06,US,1701022844
551,gao,16.6362,1.637,27.83,11,60,3.71,ML,1701022845
552,sandnessjoen,66.0217,12.6316,-3.94,86,0,5.14,NO,1701022846
553,port-cartier,50.0334,-66.8654,1.12,73,66,3.65,CA,1701022847
554,tan-tan,28.438,-11.1032,18.97,72,0,5.66,MA,1701022788
555,ponta delgada,37.7333,-25.6667,20.4,94,75,5.66,PT,1701022848
556,kolonia town,6.964,158.206,26.0,94,100,1.03,FM,1701022849
557,crookston,47.7741,-96.6081,-5.03,68,100,11.32,US,1701022850
558,shimoda,34.6667,138.95,8.95,72,0,1.43,JP,1701022851
559,bay roberts,47.5999,-53.2648,2.41,80,70,1.79,CA,1701022852
560,khovd,48.0056,91.6419,-7.3,70,12,1.04,MN,1701022852
561,axim,4.8699,-2.2405,25.89,83,96,3.11,GH,1701022853
562,severodvinsk,64.5635,39.8302,-15.49,97,100,3.21,RU,1701022854
563,emerald,-23.5333,148.1667,21.3,96,100,4.39,AU,1701022855
564,fomeque,4.488,-73.8975,23.42,58,80,2.57,CO,1701022856
565,koshigaya,35.8833,139.7833,10.04,79,48,1.32,JP,1701022857
566,puerto madero,14.7208,-92.4215,32.11,70,20,0.0,MX,1701022858
567,lincoln,40.8,-96.667,4.45,53,59,4.92,US,1701022858
